
MaKhoaHoc~MaKhoaHocQuyUoc~CachViet~NamBatDau~MaBacDaoTao~MaNhomKhoaHoc~MaQuyChe~SoNamHoc~ThoiGianDaoTao
---------~---------------~--------~---------~-----------~-------------~--------~--------~--------------
C11~C11~2018-2020~2018~CĐ~TST9~QC09~2.5~30.0
C12~C12~2019-2022~2019~CĐ~TST9~QC09~2.5~30.0
C12HT~C12HT~2019-2021~2019~CĐ~TST9~QC09~2.5~30.0
C12QT~C12QT~2019-2022~2019~CĐQT~TST9~QC09~3.0~36.0
C13~C13~2020-2022~2020~CĐ~TST9~QC09~2.5~30.0
C13HT~C13HT~2020-2022~2020~CĐ~TST9~QC09~2.5~30.0
C14~C14~2021-2023~2021~CĐ~TST9~QC09~2.5~30.0
C14HT~C14HT~2021-2023~2021~CĐ~TST9~QC09~2.5~30.0
C15~C15~2022-2024~2022~CĐ~TST9~QC09~2.5~30.0
CĐN- HỆ QUỐC TẾ-K9~C09QT~2017-2019~2017~CĐN- HỆ QUỐC TẾ~TST9~QC14~2.5~30.0
CĐN_K10~C10~2017-2019~2017~CĐ~NULL~QC09~2.5~30.0
CĐN_K2~C02~2009-2012~2009~CĐN~TST9~QC14~3.0~36.0
CĐN_K3~C03~2010-2013~2010~CĐN~NULL~QC14~3.0~36.0
CĐN_K4~C04~2011-2014~2011~CĐN~NULL~QC14~3.0~36.0
CĐN_K5~C05~2012 - 2015~2012~CĐN~NULL~QC14~3.0~36.0
CĐN_K6~C06~2013 -2016~2013~CĐN~NULL~QC14~3.0~36.0
CĐN_K7~C07~2014 - 2017~2014~CĐN~NULL~QC14~3.0~36.0
CĐN_K8~C08~2015 - 2018~2015~CĐN~NULL~QC14~3.0~36.0
CĐN_K9~C09~2016-2019~2016~CĐN~NULL~QC14~3.0~36.0
T45~T45~2018-2020~2018~TC~TST9~QC09~2.0~24.0
T46~T46~2019-2020~2019~TC~TST9~QC09~2.0~24.0
T46PQ~T46PQ~2019-2020~2019~TC~TST9~QC09~2.0~24.0
T46XM~T46XM~2019-2021~2019~TC~TST9~QC09~2.0~24.0
T47~T47~2020-2021~2020~TC~TST9~QC09~2.0~24.0
T47XM~T47XM~2020-2022~2020~TC~TST9~QC09~2.0~24.0
T48~T48~2021-2023~2021~TC~TST9~QC09~2.0~24.0
T49~T49~2022-2023~2022~TC~TST9~QC09~2.0~24.0
TC_K44~T44~2017 -2019~2017~TC~NULL~QC09~2.0~24.0
TCCN_K38~T38~2009-2011~2009~TCCN~TST9~QC40~2.0~24.0
TCCN_K39~T39~2012 - 2014~2012~TCCN~NULL~QC40~2.0~24.0
TCCN_K40~T40~2013 - 2015~2013~TCCN~NULL~QC40~2.0~24.0
TCCN_K41~T41~2014 - 2016~2014~TCCN~NULL~QC40~2.0~24.0
TCCN_K42~T42~2015 - 2017~2015~TCCN_QC22~NULL~QC22~2.0~24.0
TCCN_K43~T43~2016-2018~2016~TCCN_QC22~NULL~QC22~2.0~24.0
TCN_K43~T43~2016-2018~2016~TCN~NULL~QC14~2.0~24.0




